,Content ID,Reaction Type,Datetime,Content Type,Category,Score,Sentiment,  Each Category,Total Scores 
21286,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,like,20/12/20 5:16,GIF,culture,50,neutral,,
21287,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,like,16/5/21 23:27,GIF,culture,50,positive,,
21330,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,23/4/21 6:14,audio,cooking,50,positive,,
21333,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,13/12/20 17:37,audio,cooking,50,positive,,
21348,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,2/12/2020,audio,cooking,50,positive,,
21353,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,27/8/20 16:34,audio,cooking,50,negative,,
21354,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,26/1/21 7:45,audio,cooking,50,negative,,
21360,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,like,25/3/21 16:47,audio,cooking,50,neutral,,
21368,8caec934-9519-47de-8dd4-b6d65e279661,like,30/1/21 7:27,audio,public speaking,50,positive,,
21385,8caec934-9519-47de-8dd4-b6d65e279661,like,18/11/20 19:15,audio,public speaking,50,positive,,
21464,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,like,6/3/2021,photo,cooking,50,positive,,
21496,9a517a10-7dd2-4a30-b67a-925569d9ed84,like,19/8/20 0:37,audio,science,50,positive,,
21518,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,like,2/7/2020,audio,veganism,50,negative,,
21534,295ff9f6-64f3-4704-9272-4a932f11d709,like,22/7/20 4:01,video,travel,50,positive,,
21535,295ff9f6-64f3-4704-9272-4a932f11d709,like,30/5/21 1:52,video,travel,50,positive,,
21544,295ff9f6-64f3-4704-9272-4a932f11d709,like,19/9/20 16:23,video,travel,50,negative,,
21553,295ff9f6-64f3-4704-9272-4a932f11d709,like,1/9/2020,video,travel,50,negative,,
21554,295ff9f6-64f3-4704-9272-4a932f11d709,like,28/5/21 17:58,video,travel,50,negative,,
21560,295ff9f6-64f3-4704-9272-4a932f11d709,like,21/11/20 21:56,video,travel,50,neutral,,
21575,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,like,7/5/2021,audio,studying,50,negative,,
21577,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,like,15/10/20 0:58,audio,studying,50,negative,,
21590,bfc26d2d-b5e5-415a-b104-64befef2f52a,like,10/8/2020,audio,food,50,positive,,
21624,2eb32cf2-da20-4b27-b4b6-c91716f528a5,like,12/4/2021,audio,veganism,50,neutral,,
21629,2eb32cf2-da20-4b27-b4b6-c91716f528a5,like,19/5/21 21:22,audio,veganism,50,positive,,
21634,2eb32cf2-da20-4b27-b4b6-c91716f528a5,like,9/5/2021,audio,veganism,50,negative,,
21716,fa39acec-96b1-441d-8f85-16dfb44bdfba,like,5/12/2020,photo,culture,50,positive,,
21732,fa39acec-96b1-441d-8f85-16dfb44bdfba,like,25/3/21 9:31,photo,culture,50,negative,,
21753,4f215b36-f5c4-4294-81f2-80e4906b197d,like,7/8/2020,video,soccer,50,positive,,
21762,4f215b36-f5c4-4294-81f2-80e4906b197d,like,3/7/2020,video,soccer,50,negative,,
21763,4f215b36-f5c4-4294-81f2-80e4906b197d,like,5/9/2020,video,soccer,50,positive,,
21776,4f215b36-f5c4-4294-81f2-80e4906b197d,like,14/5/21 4:36,video,soccer,50,positive,,
21777,4f215b36-f5c4-4294-81f2-80e4906b197d,like,10/6/2021,video,soccer,50,negative,,
21791,4f215b36-f5c4-4294-81f2-80e4906b197d,like,27/5/21 5:57,video,soccer,50,positive,,
21794,4f215b36-f5c4-4294-81f2-80e4906b197d,like,29/8/20 20:33,video,soccer,50,positive,,
21802,b6393b8b-320e-4558-8614-20a6727f2eea,like,6/5/2021,photo,food,50,positive,,
21806,b6393b8b-320e-4558-8614-20a6727f2eea,like,19/9/20 9:09,photo,food,50,neutral,,
21810,b6393b8b-320e-4558-8614-20a6727f2eea,like,6/5/2021,photo,food,50,positive,,
21839,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,like,3/2/2021,audio,education,50,negative,,
21853,c892a472-bf81-4946-83c0-d3697ba65b95,like,23/11/20 13:36,photo,soccer,50,positive,,
21870,c892a472-bf81-4946-83c0-d3697ba65b95,like,5/10/2020,photo,soccer,50,neutral,,
21871,c892a472-bf81-4946-83c0-d3697ba65b95,like,1/1/2021,photo,soccer,50,positive,,
21873,c892a472-bf81-4946-83c0-d3697ba65b95,like,26/1/21 15:49,photo,soccer,50,positive,,
21915,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,like,4/12/2020,audio,public speaking,50,positive,,
21929,4ae90f6e-da63-4ce2-a357-a4b36c739b80,like,25/6/20 8:25,GIF,travel,50,negative,,
22039,abae4f43-2356-4c6b-b51d-d2acf4644956,like,26/2/21 15:12,GIF,fitness,50,negative,,
22072,d4012724-c8bf-4db3-8670-dfa1f630a72a,like,10/4/2021,photo,studying,50,neutral,,
22073,d4012724-c8bf-4db3-8670-dfa1f630a72a,like,5/3/2021,photo,studying,50,neutral,,
22092,d4012724-c8bf-4db3-8670-dfa1f630a72a,like,21/2/21 2:25,photo,studying,50,negative,,
22111,21bc3be6-6bd1-4926-8bee-c4585873851b,like,25/3/21 22:19,video,soccer,50,negative,,
22192,1e1a8878-0435-4171-97e6-fddb4abc3452,like,14/4/21 19:54,GIF,healthy eating,50,positive,,
22199,57d8470d-e644-4fe3-b56e-33f1c626e8ea,like,22/4/21 6:38,photo,cooking,50,positive,,
22237,f0c6ae88-c87e-4812-9713-ae45018a1f73,like,29/5/21 15:55,photo,science,50,neutral,,
22244,8f82022e-2ba7-4269-ab8f-3b47f87004de,like,1/12/2020,audio,healthy eating,50,positive,,
22287,8891433d-d874-4bd5-a8ca-4114a4131b20,like,14/8/20 2:58,GIF,tennis,50,negative,,
22290,8891433d-d874-4bd5-a8ca-4114a4131b20,like,31/10/20 21:52,GIF,tennis,50,positive,,
22303,52be2c2f-be1f-4cda-a2d6-5c147c018115,like,13/12/20 14:38,audio,food,50,positive,,
22313,52be2c2f-be1f-4cda-a2d6-5c147c018115,like,21/8/20 11:53,audio,food,50,negative,,
22336,c4cc899d-4c35-47fd-9710-8e2dea9782c9,like,1/7/2020,photo,science,50,positive,,
22337,c4cc899d-4c35-47fd-9710-8e2dea9782c9,like,1/9/2020,photo,science,50,neutral,,
22367,42a0f482-d3a8-4216-ba0b-1459abf854a6,like,13/2/21 14:50,GIF,culture,50,positive,,
22374,42a0f482-d3a8-4216-ba0b-1459abf854a6,like,27/1/21 19:55,GIF,culture,50,negative,,
22381,42a0f482-d3a8-4216-ba0b-1459abf854a6,like,21/2/21 7:13,GIF,culture,50,positive,,
22386,42a0f482-d3a8-4216-ba0b-1459abf854a6,like,10/4/2021,GIF,culture,50,negative,,
22398,041bf6c9-8b33-4ca0-a787-762eb8837d0c,like,19/2/21 13:27,GIF,food,50,positive,,
22441,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,like,3/3/2021,audio,dogs,50,negative,,
22442,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,like,14/1/21 14:01,audio,dogs,50,positive,,
22448,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,like,13/12/20 9:12,audio,dogs,50,positive,,
22477,5fefd228-c550-4023-b767-ec8aa62de850,like,20/12/20 18:32,video,cooking,50,positive,,
22488,5fefd228-c550-4023-b767-ec8aa62de850,like,12/4/2021,video,cooking,50,positive,,
22497,5fefd228-c550-4023-b767-ec8aa62de850,like,26/1/21 20:28,video,cooking,50,positive,,
22511,66af1757-534a-4ef9-a5a5-9d721e7c6c00,like,18/11/20 16:01,audio,healthy eating,50,neutral,,
22552,a03b3048-776e-4925-a52e-f6b1760a1be4,like,12/2/2021,photo,education,50,neutral,,
22572,a03b3048-776e-4925-a52e-f6b1760a1be4,like,7/10/2020,photo,education,50,positive,,
22588,56d13215-1444-49b0-8e17-3a888bcd4e1e,like,25/6/20 3:22,GIF,fitness,50,positive,,
22593,56d13215-1444-49b0-8e17-3a888bcd4e1e,like,16/8/20 9:00,GIF,fitness,50,negative,,
22608,cda6a453-27bf-4237-b848-b27706732716,like,22/3/21 20:06,video,soccer,50,negative,,
22656,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,like,24/12/20 21:09,video,technology,50,positive,,
22664,33696f53-ab7b-4f3e-b3a4-e0e82990339c,like,25/2/21 13:27,photo,fitness,50,negative,,
22666,33696f53-ab7b-4f3e-b3a4-e0e82990339c,like,14/12/20 22:12,photo,fitness,50,positive,,
22692,cafddd25-5653-4219-8dc7-a3eae45ea926,like,22/4/21 21:10,video,fitness,50,negative,,
22696,cafddd25-5653-4219-8dc7-a3eae45ea926,like,20/8/20 15:19,video,fitness,50,positive,,
22704,cafddd25-5653-4219-8dc7-a3eae45ea926,like,5/4/2021,video,fitness,50,positive,,
22720,c24f4499-faae-4ff0-baf1-4be6a9061aa1,like,24/11/20 17:50,audio,animals,50,negative,,
22729,c24f4499-faae-4ff0-baf1-4be6a9061aa1,like,6/3/2021,audio,animals,50,positive,,
22767,b529487b-160b-48cd-aacc-2741b18462c6,like,4/8/2020,GIF,studying,50,positive,,
22774,b529487b-160b-48cd-aacc-2741b18462c6,like,14/6/21 13:25,GIF,studying,50,negative,,
22775,b529487b-160b-48cd-aacc-2741b18462c6,like,23/10/20 15:01,GIF,studying,50,positive,,
22787,b529487b-160b-48cd-aacc-2741b18462c6,like,1/1/2021,GIF,studying,50,neutral,,
22804,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,like,26/7/20 11:30,photo,dogs,50,positive,,
22809,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,like,12/2/2021,photo,dogs,50,positive,,
22823,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,like,23/4/21 14:55,photo,dogs,50,positive,,
22830,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,like,10/8/2020,photo,dogs,50,positive,,
22876,df6e9952-4e2a-488a-bb83-3a7241f30e6f,like,27/7/20 23:19,video,culture,50,positive,,
22912,4789b064-7b3c-4339-bf15-b9e38222930c,like,14/7/20 21:06,photo,education,50,neutral,,
22933,77a3ac9f-7607-411f-a280-5431c71e3943,like,26/1/21 9:45,audio,tennis,50,negative,,
22958,edea43f3-1541-4e42-8419-d1cdf749025c,like,2/11/2020,photo,cooking,50,positive,,
22975,edea43f3-1541-4e42-8419-d1cdf749025c,like,27/1/21 15:42,photo,cooking,50,positive,,
22998,217f4060-b378-4d79-992f-20502d407f7c,like,12/6/2021,photo,cooking,50,neutral,,
23007,217f4060-b378-4d79-992f-20502d407f7c,like,31/1/21 6:59,photo,cooking,50,negative,,
23026,4426d1ae-cb98-45cf-8d1d-c176ef755293,like,5/2/2021,GIF,science,50,neutral,,
23041,4426d1ae-cb98-45cf-8d1d-c176ef755293,like,31/12/20 18:43,GIF,science,50,positive,,
23057,74989207-b147-4a13-89b8-f0d868dfdf4a,like,24/12/20 14:34,audio,science,50,negative,,
23075,74989207-b147-4a13-89b8-f0d868dfdf4a,like,8/4/2021,audio,science,50,positive,,
23106,9489565a-a899-4693-ad48-369f86b4b862,like,9/8/2020,GIF,studying,50,negative,,
23112,9489565a-a899-4693-ad48-369f86b4b862,like,5/3/2021,GIF,studying,50,negative,,
23117,9489565a-a899-4693-ad48-369f86b4b862,like,16/3/21 23:52,GIF,studying,50,positive,,
23167,d347afb6-c092-4301-ba7d-4c59d10142cb,like,14/9/20 6:27,photo,tennis,50,negative,,
23171,d347afb6-c092-4301-ba7d-4c59d10142cb,like,25/9/20 6:29,photo,tennis,50,neutral,,
23275,37c5a8aa-d239-4b94-ae68-2754825d36ff,like,5/5/2021,photo,public speaking,50,negative,,
23285,37c5a8aa-d239-4b94-ae68-2754825d36ff,like,19/3/21 1:03,photo,public speaking,50,positive,,
23307,8644e163-704a-4a99-a859-5e07fcfe3879,like,14/2/21 15:25,photo,education,50,neutral,,
23311,8644e163-704a-4a99-a859-5e07fcfe3879,like,7/12/2020,photo,education,50,positive,,
23331,6547f69d-891d-4e1c-bd69-fc8735b8fca8,like,16/12/20 22:29,video,science,50,positive,,
23353,6547f69d-891d-4e1c-bd69-fc8735b8fca8,like,25/5/21 20:38,video,science,50,neutral,,
23373,235a0022-a683-4381-8e9e-aaf75fe90734,like,15/1/21 16:48,photo,fitness,50,neutral,,
23400,21dfb75d-9d98-4627-b074-f4372025d23f,like,11/9/2020,GIF,culture,50,positive,,
23419,21dfb75d-9d98-4627-b074-f4372025d23f,like,24/8/20 13:22,GIF,culture,50,negative,,
23439,e4127cae-c2e9-4321-919a-be6d11636808,like,27/7/20 13:58,audio,science,50,positive,,
23483,03ed0e2b-bd63-4079-8910-62c187526ca0,like,19/5/21 21:26,audio,healthy eating,50,positive,,
23506,03ed0e2b-bd63-4079-8910-62c187526ca0,like,6/12/2020,audio,healthy eating,50,neutral,,
23508,03ed0e2b-bd63-4079-8910-62c187526ca0,like,30/10/20 13:34,audio,healthy eating,50,positive,,
23605,03344240-df23-421d-b0e3-4fac72fe6cd8,like,25/1/21 10:32,video,fitness,50,positive,,
23616,03344240-df23-421d-b0e3-4fac72fe6cd8,like,25/1/21 11:27,video,fitness,50,positive,,
23617,03344240-df23-421d-b0e3-4fac72fe6cd8,like,6/3/2021,video,fitness,50,positive,,
23618,03344240-df23-421d-b0e3-4fac72fe6cd8,like,24/10/20 6:54,video,fitness,50,negative,,
23621,03344240-df23-421d-b0e3-4fac72fe6cd8,like,25/5/21 3:52,video,fitness,50,positive,,
23670,24f994fa-51d4-4e5e-bdac-79de67e7afbb,like,24/9/20 19:25,video,food,50,positive,,
23698,24f994fa-51d4-4e5e-bdac-79de67e7afbb,like,10/3/2021,video,food,50,positive,,
23760,73a7ec8f-08e7-41c6-a995-51537ff8772a,like,20/12/20 17:51,video,technology,50,positive,,
23796,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,11/10/2020,GIF,studying,50,neutral,,
23817,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,18/3/21 20:01,GIF,studying,50,positive,,
23820,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,5/5/2021,GIF,studying,50,negative,,
23825,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,28/3/21 5:41,GIF,studying,50,positive,,
23851,02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,28/10/20 9:40,photo,veganism,50,positive,,
23857,02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,22/4/21 22:40,photo,veganism,50,negative,,
23889,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,13/9/20 0:33,GIF,cooking,50,positive,,
23910,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,27/1/21 18:24,GIF,cooking,50,positive,,
23915,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,11/2/2021,GIF,cooking,50,negative,,
23950,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,21/1/21 15:34,GIF,studying,50,positive,,
23972,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,9/10/2020,GIF,studying,50,positive,,
23979,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,1/7/2020,GIF,studying,50,positive,,
23985,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,17/12/20 20:08,GIF,culture,50,positive,,
24004,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,12/3/2021,GIF,culture,50,neutral,,
24018,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,27/12/20 4:25,GIF,culture,50,positive,,
24024,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,12/11/2020,GIF,culture,50,negative,,
24068,9c8f1389-d04e-4a55-a2f5-1612539b70a7,like,11/3/2021,audio,technology,50,positive,,
24103,b23a874f-72fa-4abb-9ca5-941850c672bc,like,17/8/20 10:07,photo,healthy eating,50,positive,,
24128,26c02731-b5d8-4ad3-99a2-5e589e107937,like,25/4/21 0:04,video,studying,50,positive,,
24175,54e29395-9eba-4945-abee-cad58cbab090,like,5/1/2021,video,science,50,neutral,,
24183,54e29395-9eba-4945-abee-cad58cbab090,like,26/10/20 13:02,video,science,50,positive,,
24195,54e29395-9eba-4945-abee-cad58cbab090,like,15/6/21 17:49,video,science,50,positive,,
24240,c13e7406-c610-4721-b80d-2b5ad533e90a,like,21/3/21 10:39,GIF,cooking,50,neutral,,
24246,c13e7406-c610-4721-b80d-2b5ad533e90a,like,11/2/2021,GIF,cooking,50,negative,,
24250,c13e7406-c610-4721-b80d-2b5ad533e90a,like,17/11/20 12:59,GIF,cooking,50,negative,,
24260,a973290c-989a-44d2-afb9-9b4bf16cc17f,like,3/11/2020,video,tennis,50,positive,,
24274,b2a20047-ac6f-4caa-90b1-fe735433e362,like,4/9/2020,photo,culture,50,positive,,
24320,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,like,13/9/20 20:54,video,fitness,50,positive,,
24354,89cb4504-fccd-40f4-945e-410f74ee4735,like,11/1/2021,photo,animals,50,positive,,
24438,c54b49c4-b1f2-4641-8595-1cbd19937845,like,21/8/20 16:19,photo,science,50,positive,,
24445,c54b49c4-b1f2-4641-8595-1cbd19937845,like,8/1/2021,photo,science,50,negative,,
24486,435007a5-6261-4d8b-b0a4-55fdc189754b,like,3/7/2020,audio,veganism,50,positive,,
24487,435007a5-6261-4d8b-b0a4-55fdc189754b,like,6/10/2020,audio,veganism,50,positive,,
24520,435007a5-6261-4d8b-b0a4-55fdc189754b,like,4/10/2020,audio,veganism,50,positive,,
24542,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,like,17/3/21 9:32,GIF,culture,50,positive,,
24547,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,like,11/8/2020,GIF,culture,50,neutral,,
24549,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,like,2/12/2020,GIF,culture,50,neutral,,
24558,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,like,28/9/20 23:55,GIF,culture,50,positive,,
24565,75d6b589-7fae-4a6d-b0d0-752845150e56,like,7/6/2021,audio,technology,50,positive,,
19,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,31/1/21 16:03,photo,studying,45,positive,,
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,25/8/20 8:21,photo,studying,45,negative,,
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13/9/20 0:11,photo,healthy eating,45,neutral,,
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,7/12/2020,GIF,cooking,45,positive,,
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24/1/21 0:38,video,dogs,45,neutral,,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21/1/21 18:28,video,dogs,45,positive,,
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26/11/20 2:25,photo,soccer,45,negative,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/11/20 21:25,photo,public speaking,45,negative,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/3/21 14:39,photo,public speaking,45,positive,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,9/7/2020,photo,public speaking,45,positive,,
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28/7/20 7:01,GIF,science,45,positive,,
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15/10/20 12:09,GIF,science,45,negative,,
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19/7/20 10:33,GIF,science,45,positive,,
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,6/7/2020,GIF,science,45,negative,,
253,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,15/8/20 12:27,GIF,tennis,45,negative,,
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,6/12/2020,GIF,tennis,45,positive,,
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,1/3/2021,GIF,tennis,45,neutral,,
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,13/4/21 1:43,GIF,tennis,45,positive,,
313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,17/6/21 23:27,video,food,45,positive,,
314,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,27/7/20 23:54,video,food,45,negative,,
322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,12/2/2021,video,food,45,neutral,,
336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,16/8/20 12:12,video,food,45,positive,,
340,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,3/3/2021,audio,travel,45,positive,,
389,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,14/11/20 15:11,video,public speaking,45,positive,,
392,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,31/12/20 5:53,video,public speaking,45,negative,,
398,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,14/7/20 21:01,video,food,45,negative,,
417,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,1/8/2020,video,food,45,positive,,
442,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,3/8/2020,video,tennis,45,positive,,
454,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,14/8/20 9:02,video,tennis,45,positive,,
455,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,20/9/20 19:55,video,tennis,45,positive,,
465,baa2db00-81ba-4c34-b17d-dd950bfa133b,intrigued,3/4/2021,GIF,soccer,45,negative,,
513,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,25/1/21 6:22,GIF,soccer,45,negative,,
528,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,23/1/21 2:20,GIF,soccer,45,positive,,
529,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,14/7/20 8:11,GIF,soccer,45,positive,,
559,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,12/4/2021,photo,studying,45,positive,,
574,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,14/6/21 4:29,photo,studying,45,positive,,
592,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,10/4/2021,photo,studying,45,neutral,,
614,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,intrigued,20/12/20 5:16,photo,travel,45,negative,,
633,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,intrigued,1/6/2021,GIF,food,45,positive,,
674,34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,9/1/2021,GIF,science,45,positive,,
709,34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,14/5/21 17:54,GIF,science,45,positive,,
714,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,17/1/21 23:46,GIF,veganism,45,positive,,
718,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,14/3/21 19:23,GIF,veganism,45,negative,,
735,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,9/2/2021,GIF,veganism,45,negative,,
760,f4e3840e-bb71-40c2-afc5-9408d842646d,intrigued,6/6/2021,photo,healthy eating,45,positive,,
780,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,intrigued,3/9/2020,video,food,45,neutral,,
791,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,intrigued,22/9/20 9:51,video,food,45,negative,,
839,89fd8f89-807f-4076-b7e7-84db361e11c1,intrigued,9/9/2020,audio,studying,45,neutral,,
840,89fd8f89-807f-4076-b7e7-84db361e11c1,intrigued,5/7/2020,audio,studying,45,neutral,,
851,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,23/9/20 11:14,video,cooking,45,positive,,
866,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,15/1/21 21:57,video,cooking,45,positive,,
874,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,13/6/21 16:33,audio,food,45,neutral,,
880,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,21/10/20 0:53,audio,food,45,negative,,
897,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,18/4/21 6:34,audio,food,45,neutral,,
906,eec5e521-4c28-4e8a-93a9-d544803fad7e,intrigued,12/11/2020,audio,food,45,positive,,
911,07f88a73-aef2-45fd-8b5d-418e448b853d,intrigued,17/10/20 10:20,GIF,animals,45,negative,,
934,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,intrigued,25/9/20 22:00,photo,technology,45,positive,,
939,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,19/10/20 3:36,GIF,healthy eating,45,positive,,
943,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,12/3/2021,GIF,healthy eating,45,positive,,
980,457301ee-3e87-40d8-8b82-ea4e1fa90e39,intrigued,26/1/21 4:49,GIF,healthy eating,45,positive,,
1007,4fa14453-7b29-4302-b51f-9aa23b472c1b,intrigued,14/10/20 8:12,audio,animals,45,positive,,
1035,ab4c4756-1c50-4136-bad9-3216e01ffac2,intrigued,30/7/20 21:21,audio,fitness,45,negative,,
1065,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,6/7/2020,photo,fitness,45,positive,,
1080,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,22/2/21 2:32,photo,fitness,45,positive,,
1087,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,8/11/2020,photo,fitness,45,negative,,
1089,34f73132-fff6-4f01-a5ec-4b4b66461fc7,intrigued,9/8/2020,photo,fitness,45,positive,,
1103,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,intrigued,17/3/21 2:28,photo,veganism,45,positive,,
1120,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,18/11/20 3:01,video,dogs,45,positive,,
1135,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,1/9/2020,video,dogs,45,positive,,
1142,220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,7/1/2021,video,dogs,45,negative,,
1177,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,16/8/20 18:44,GIF,studying,45,positive,,
1185,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,10/2/2021,GIF,studying,45,negative,,
1191,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,12/3/2021,GIF,studying,45,positive,,
1199,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,21/7/20 10:02,GIF,studying,45,positive,,
1212,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,28/11/20 12:49,GIF,studying,45,positive,,
1214,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,intrigued,31/8/20 17:18,GIF,studying,45,positive,,
1215,259cd56f-b017-4a41-81a7-f26ce9b35092,intrigued,21/5/21 18:53,video,culture,45,positive,,
1218,259cd56f-b017-4a41-81a7-f26ce9b35092,intrigued,11/10/2020,video,culture,45,positive,,
1264,c01fa154-5348-4040-9d20-0bbf01f6349b,intrigued,12/10/2020,GIF,tennis,45,positive,,
1286,50c9237a-541c-4f10-a2be-7cbe076b2012,intrigued,24/7/20 10:25,GIF,travel,45,positive,,
